Antibiotic,Position,MIC,QC
meropenem_batch_2_run2_2023-03-07,C4,2.0,P
meropenem_batch_2_run2_2023-03-07,C5,0.5,P
meropenem_batch_2_run2_2023-03-07,C6,2.0,P
meropenem_batch_2_run2_2023-03-07,C7,0.25,P
meropenem_batch_2_run2_2023-03-07,C8,0.5,P
meropenem_batch_2_run2_2023-03-07,C9,2.0,P
meropenem_batch_2_run2_2023-03-07,C10,2.0,P
meropenem_batch_2_run2_2023-03-07,C11,>8.0,P
meropenem_batch_2_run2_2023-03-07,C12,0.5,P
meropenem_batch_2_run2_2023-03-07,D1,2.0,P
meropenem_batch_2_run2_2023-03-07,D2,0.25,P
meropenem_batch_2_run2_2023-03-07,D3,0.5,P
meropenem_batch_2_run2_2023-03-07,D4,4.0,P
meropenem_batch_2_run2_2023-03-07,D5,0.5,P
meropenem_batch_2_run2_2023-03-07,D6,2.0,P
meropenem_batch_2_run2_2023-03-07,D7,1.0,P
meropenem_batch_2_run2_2023-03-07,D8,0.5,P
meropenem_batch_2_run2_2023-03-07,D9,2.0,P
meropenem_batch_2_run2_2023-03-07,D10,0.5,P
meropenem_batch_2_run2_2023-03-07,D11,1.0,P
meropenem_batch_2_run2_2023-03-07,D12,0.25,P
meropenem_batch_2_run2_2023-03-07,E1,1.0,P
meropenem_batch_2_run2_2023-03-07,E2,4.0,P
meropenem_batch_2_run2_2023-03-07,E3,0.5,P
meropenem_batch_2_run2_2023-03-07,E4,0.5,P
meropenem_batch_2_run2_2023-03-07,E5,0.25,P
meropenem_batch_2_run2_2023-03-07,E6,0.25,P
meropenem_batch_2_run2_2023-03-07,E7,0.5,P
meropenem_batch_2_run2_2023-03-07,E8,0.25,P
meropenem_batch_2_run2_2023-03-07,E9,0.5,P
meropenem_batch_2_run2_2023-03-07,E10,1.0,P
meropenem_batch_2_run2_2023-03-07,E11,0.25,P
meropenem_batch_2_run2_2023-03-07,E12,1.0,P
meropenem_batch_2_run2_2023-03-07,F1,0.5,P
meropenem_batch_2_run2_2023-03-07,F2,0.5,P
meropenem_batch_2_run2_2023-03-07,F3,2.0,P
meropenem_batch_2_run2_2023-03-07,F4,0.5,P
meropenem_batch_2_run2_2023-03-07,F5,0.5,P
meropenem_batch_2_run2_2023-03-07,F6,0.125,P
meropenem_batch_2_run2_2023-03-07,F7,0.25,P
meropenem_batch_2_run2_2023-03-07,F8,1.0,P
meropenem_batch_2_run2_2023-03-07,F9,1.0,P
meropenem_batch_2_run2_2023-03-07,F10,0.25,P
meropenem_batch_2_run2_2023-03-07,F11,2.0,P
meropenem_batch_2_run2_2023-03-07,F12,0.25,P
meropenem_batch_2_run2_2023-03-07,G1,0.5,P
meropenem_batch_2_run2_2023-03-07,G2,0.5,P
meropenem_batch_2_run2_2023-03-07,G3,2.0,P
meropenem_batch_2_run2_2023-03-07,G4,4.0,P
meropenem_batch_2_run2_2023-03-07,G5,1.0,P
meropenem_batch_2_run2_2023-03-07,G6,0.25,P
meropenem_batch_2_run2_2023-03-07,G7,0.5,P
meropenem_batch_2_run2_2023-03-07,G8,0.5,P
meropenem_batch_2_run2_2023-03-07,G9,0.5,P
meropenem_batch_2_run2_2023-03-07,G10,0.25,P
meropenem_batch_2_run2_2023-03-07,G11,0.5,P
meropenem_batch_2_run2_2023-03-07,G12,1.0,P
meropenem_batch_2_run2_2023-03-07,H1,1.0,P
meropenem_batch_2_run2_2023-03-07,H2,1.0,P
meropenem_batch_2_run2_2023-03-07,H3,1.0,P
meropenem_batch_2_run2_2023-03-07,H4,1.0,P
meropenem_batch_2_run2_2023-03-07,H5,2.0,P
meropenem_batch_2_run2_2023-03-07,H6,2.0,P
meropenem_batch_2_run2_2023-03-07,H7,<0.00390625,F
meropenem_batch_2_run2_2023-03-07,H8,<0.00390625,F
meropenem_batch_2_run2_2023-03-07,H9,>8.0,P
meropenem_batch_2_run2_2023-03-07,H10,0.25,P
meropenem_batch_2_run2_2023-03-07,H11,0.5,P
meropenem_batch_2_run2_2023-03-07,H12,<0.00390625,F
meropenem_batch_3_run2_2023-03-09,A1,0.0078125,W
meropenem_batch_3_run2_2023-03-09,A2,0.5,P
meropenem_batch_3_run2_2023-03-09,A3,0.0078125,W
meropenem_batch_3_run2_2023-03-09,A4,0.25,W
meropenem_batch_3_run2_2023-03-09,A5,1.0,P
meropenem_batch_3_run2_2023-03-09,A6,1.0,P
meropenem_batch_3_run2_2023-03-09,A7,0.015625,W
meropenem_batch_3_run2_2023-03-09,A8,0.5,P
meropenem_batch_3_run2_2023-03-09,A9,1.0,P
meropenem_batch_3_run2_2023-03-09,A10,0.5,P
meropenem_batch_3_run2_2023-03-09,A11,1.0,P
meropenem_batch_3_run2_2023-03-09,A12,1.0,P
meropenem_batch_3_run2_2023-03-09,B1,0.5,P
meropenem_batch_3_run2_2023-03-09,B2,0.125,W
meropenem_batch_3_run2_2023-03-09,B3,0.125,W
meropenem_batch_3_run2_2023-03-09,B4,1.0,P
meropenem_batch_3_run2_2023-03-09,B5,0.5,P
meropenem_batch_3_run2_2023-03-09,B6,0.25,P
meropenem_batch_3_run2_2023-03-09,B7,0.125,P
meropenem_batch_3_run2_2023-03-09,B8,0.5,P
meropenem_batch_3_run2_2023-03-09,B9,2.0,P
meropenem_batch_3_run2_2023-03-09,B10,0.5,P
meropenem_batch_3_run2_2023-03-09,B11,2.0,P
meropenem_batch_3_run2_2023-03-09,B12,1.0,P
meropenem_batch_3_run2_2023-03-09,C1,1.0,P
meropenem_batch_3_run2_2023-03-09,C2,0.25,P
meropenem_batch_3_run2_2023-03-09,C3,2.0,P
meropenem_batch_3_run2_2023-03-09,C4,1.0,P
meropenem_batch_3_run2_2023-03-09,C5,0.5,P
meropenem_batch_3_run2_2023-03-09,C6,2.0,P
meropenem_batch_3_run2_2023-03-09,C7,0.5,P
meropenem_batch_3_run2_2023-03-09,C8,0.5,P
meropenem_batch_3_run2_2023-03-09,C9,2.0,P
meropenem_batch_3_run2_2023-03-09,C10,1.0,P
meropenem_batch_3_run2_2023-03-09,C11,0.5,P
meropenem_batch_3_run2_2023-03-09,C12,0.5,P
meropenem_batch_3_run2_2023-03-09,D1,1.0,P
meropenem_batch_3_run2_2023-03-09,D2,0.015625,W
meropenem_batch_3_run2_2023-03-09,D3,0.5,P
meropenem_batch_3_run2_2023-03-09,D4,0.5,P
meropenem_batch_3_run2_2023-03-09,D5,0.5,P
meropenem_batch_3_run2_2023-03-09,D6,1.0,P
meropenem_batch_3_run2_2023-03-09,D7,2.0,P
meropenem_batch_3_run2_2023-03-09,D8,2.0,P
meropenem_batch_3_run2_2023-03-09,D9,0.125,P
meropenem_batch_3_run2_2023-03-09,D10,0.5,P
meropenem_batch_3_run2_2023-03-09,D11,<0.00390625,F
meropenem_batch_3_run2_2023-03-09,D12,0.25,P
meropenem_batch_3_run2_2023-03-09,E1,0.25,P
meropenem_batch_3_run2_2023-03-09,E2,0.25,P
meropenem_batch_3_run2_2023-03-09,E3,0.5,P
meropenem_batch_3_run2_2023-03-09,E4,0.5,P
meropenem_batch_3_run2_2023-03-09,E5,0.5,P
meropenem_batch_3_run2_2023-03-09,E6,2.0,P
meropenem_batch_3_run2_2023-03-09,E7,<0.00390625,F
meropenem_batch_3_run2_2023-03-09,E8,>8.0,P
meropenem_batch_3_run2_2023-03-09,E9,2.0,P
meropenem_batch_3_run2_2023-03-09,E10,0.25,P
meropenem_batch_3_run2_2023-03-09,E11,4.0,P
meropenem_batch_3_run2_2023-03-09,E12,0.125,P
meropenem_batch_3_run2_2023-03-09,F1,0.015625,W
meropenem_batch_3_run2_2023-03-09,F2,0.015625,W
meropenem_batch_3_run2_2023-03-09,F3,0.125,W
meropenem_batch_3_run2_2023-03-09,F4,0.125,F
meropenem_batch_3_run2_2023-03-09,F5,0.125,P
meropenem_batch_3_run2_2023-03-09,F6,0.125,P
meropenem_batch_3_run2_2023-03-09,F7,0.5,P
meropenem_batch_3_run2_2023-03-09,F8,8.0,P
meropenem_batch_3_run2_2023-03-09,F9,0.125,P
meropenem_batch_3_run2_2023-03-09,F10,0.5,P
meropenem_batch_3_run2_2023-03-09,F11,<0.00390625,W
meropenem_batch_3_run2_2023-03-09,F12,0.5,P
meropenem_batch_3_run2_2023-03-09,G1,0.5,P
meropenem_batch_3_run2_2023-03-09,G2,1.0,P
meropenem_batch_3_run2_2023-03-09,G3,0.5,P
meropenem_batch_3_run2_2023-03-09,G4,0.5,P
meropenem_batch_3_run2_2023-03-09,G5,0.5,P
meropenem_batch_3_run2_2023-03-09,G6,0.5,P
meropenem_batch_3_run2_2023-03-09,G7,0.5,P
meropenem_batch_3_run2_2023-03-09,G8,0.5,P
meropenem_batch_3_run2_2023-03-09,G9,2.0,P
meropenem_batch_3_run2_2023-03-09,G10,1.0,P
meropenem_batch_3_run2_2023-03-09,G11,0.5,P
meropenem_batch_3_run2_2023-03-09,G12,0.5,P
meropenem_batch_3_run2_2023-03-09,H1,0.5,P
meropenem_batch_3_run2_2023-03-09,H2,0.125,P
meropenem_batch_3_run2_2023-03-09,H3,0.25,P
meropenem_batch_3_run2_2023-03-09,H4,0.25,P
meropenem_batch_3_run2_2023-03-09,H5,0.25,P
meropenem_batch_3_run2_2023-03-09,H6,0.5,W
meropenem_batch_3_run2_2023-03-09,H7,0.5,P
meropenem_batch_3_run2_2023-03-09,H8,0.03125,P
meropenem_batch_3_run2_2023-03-09,H9,>8.0,P
meropenem_batch_3_run2_2023-03-09,H10,0.25,P
meropenem_batch_3_run2_2023-03-09,H11,0.5,P
meropenem_batch_3_run2_2023-03-09,H12,<0.00390625,F
flomoxef_batch_2_run1,A1,0.125,P
flomoxef_batch_2_run1,A2,0.125,W
flomoxef_batch_2_run1,A3,0.5,P
flomoxef_batch_2_run1,A4,0.25,W
flomoxef_batch_2_run1,A5,0.5,P
flomoxef_batch_2_run1,A6,16.0,P
flomoxef_batch_2_run1,A7,0.125,P
flomoxef_batch_2_run1,A8,0.125,W
flomoxef_batch_2_run1,A9,0.0625,W
flomoxef_batch_2_run1,A10,0.0625,W
flomoxef_batch_2_run1,A11,<0.03125,P
flomoxef_batch_2_run1,A12,<0.03125,F
flomoxef_batch_2_run1,B1,0.0625,P
flomoxef_batch_2_run1,B2,0.0625,W
flomoxef_batch_2_run1,B3,0.0625,P
flomoxef_batch_2_run1,B4,0.0625,W
flomoxef_batch_2_run1,B5,0.125,W
flomoxef_batch_2_run1,B6,0.0625,P
flomoxef_batch_2_run1,B7,>64.0,P
flomoxef_batch_2_run1,B8,0.0625,P
flomoxef_batch_2_run1,B9,0.0625,W
flomoxef_batch_2_run1,B10,0.0625,P
flomoxef_batch_2_run1,B11,<0.03125,F
flomoxef_batch_2_run1,B12,<0.03125,F
flomoxef_batch_2_run1,C1,0.0625,W
flomoxef_batch_2_run1,C2,0.0625,W
flomoxef_batch_2_run1,C3,0.0625,W
flomoxef_batch_2_run1,C4,>64.0,P
flomoxef_batch_2_run1,C5,0.5,P
flomoxef_batch_2_run1,C6,0.5,P
flomoxef_batch_2_run1,C7,>64.0,P
flomoxef_batch_2_run1,C8,16.0,P
flomoxef_batch_2_run1,C9,>64.0,W
flomoxef_batch_2_run1,C10,0.0625,P
flomoxef_batch_2_run1,C11,0.0625,F
flomoxef_batch_2_run1,C12,<0.03125,F
flomoxef_batch_2_run1,D1,0.125,W
flomoxef_batch_2_run1,D2,0.125,W
flomoxef_batch_2_run1,D3,0.125,P
flomoxef_batch_2_run1,D4,0.125,W
flomoxef_batch_2_run1,D5,16.0,P
flomoxef_batch_2_run1,D6,0.25,P
flomoxef_batch_2_run1,D7,0.125,P
flomoxef_batch_2_run1,D8,2.0,P
flomoxef_batch_2_run1,D9,8.0,W
flomoxef_batch_2_run1,D10,0.125,W
flomoxef_batch_2_run1,D11,0.0625,W
flomoxef_batch_2_run1,D12,0.0625,F
flomoxef_batch_2_run1,E1,0.125,P
flomoxef_batch_2_run1,E2,<0.03125,W
flomoxef_batch_2_run1,E3,<0.03125,W
flomoxef_batch_2_run1,E4,0.125,P
flomoxef_batch_2_run1,E5,0.125,P
flomoxef_batch_2_run1,E6,0.0625,P
flomoxef_batch_2_run1,E7,0.25,P
flomoxef_batch_2_run1,E8,32.0,P
flomoxef_batch_2_run1,E9,0.25,W
flomoxef_batch_2_run1,E10,0.25,P
flomoxef_batch_2_run1,E11,0.125,P
flomoxef_batch_2_run1,E12,<0.03125,F
flomoxef_batch_2_run1,F1,<0.03125,W
flomoxef_batch_2_run1,F2,<0.03125,W
flomoxef_batch_2_run1,F3,1.0,W
flomoxef_batch_2_run1,F4,0.25,P
flomoxef_batch_2_run1,F5,0.25,P
flomoxef_batch_2_run1,F6,0.25,P
flomoxef_batch_2_run1,F7,4.0,W
flomoxef_batch_2_run1,F8,0.25,P
flomoxef_batch_2_run1,F9,0.25,P
flomoxef_batch_2_run1,F10,0.125,W
flomoxef_batch_2_run1,F11,0.125,W
flomoxef_batch_2_run1,F12,0.0625,F
flomoxef_batch_2_run1,G1,0.0625,W
flomoxef_batch_2_run1,G2,1.0,W
flomoxef_batch_2_run1,G3,>64.0,P
flomoxef_batch_2_run1,G4,>64.0,P
flomoxef_batch_2_run1,G5,8.0,P
flomoxef_batch_2_run1,G6,0.125,W
flomoxef_batch_2_run1,G7,0.25,P
flomoxef_batch_2_run1,G8,0.25,P
flomoxef_batch_2_run1,G9,0.25,P
flomoxef_batch_2_run1,G10,0.0625,P
flomoxef_batch_2_run1,G11,0.25,P
flomoxef_batch_2_run1,G12,0.0625,F
flomoxef_batch_2_run1,H1,<0.03125,W
flomoxef_batch_2_run1,H2,0.25,P
flomoxef_batch_2_run1,H3,1.0,P
flomoxef_batch_2_run1,H4,0.25,P
flomoxef_batch_2_run1,H5,0.25,W
flomoxef_batch_2_run1,H6,32.0,P
flomoxef_batch_2_run1,H7,<0.03125,F
flomoxef_batch_2_run1,H8,<0.03125,F
flomoxef_batch_2_run1,H9,>64.0,W
flomoxef_batch_2_run1,H10,0.0625,P
flomoxef_batch_2_run1,H11,1.0,W
flomoxef_batch_2_run1,H12,<0.03125,F
flomoxef_batch_2_run2_2023-03-07,A1,0.25,P
flomoxef_batch_2_run2_2023-03-07,A2,4.0,W
flomoxef_batch_2_run2_2023-03-07,A3,0.5,P
flomoxef_batch_2_run2_2023-03-07,A4,0.5,P
flomoxef_batch_2_run2_2023-03-07,A5,0.25,P
flomoxef_batch_2_run2_2023-03-07,A6,4.0,W
flomoxef_batch_2_run2_2023-03-07,A7,0.125,P
flomoxef_batch_2_run2_2023-03-07,A8,0.125,P
flomoxef_batch_2_run2_2023-03-07,A9,0.25,P
flomoxef_batch_2_run2_2023-03-07,A10,4.0,W
flomoxef_batch_2_run2_2023-03-07,A11,1.0,P
flomoxef_batch_2_run2_2023-03-07,A12,0.125,P
flomoxef_batch_2_run2_2023-03-07,B1,0.25,P
flomoxef_batch_2_run2_2023-03-07,B2,64.0,P
flomoxef_batch_2_run2_2023-03-07,B3,0.125,P
flomoxef_batch_2_run2_2023-03-07,B4,4.0,W
flomoxef_batch_2_run2_2023-03-07,B5,2.0,P
flomoxef_batch_2_run2_2023-03-07,B6,0.0625,W
flomoxef_batch_2_run2_2023-03-07,B7,4.0,W
flomoxef_batch_2_run2_2023-03-07,B8,0.125,P
flomoxef_batch_2_run2_2023-03-07,B9,4.0,W
flomoxef_batch_2_run2_2023-03-07,B10,1.0,W
flomoxef_batch_2_run2_2023-03-07,B11,0.25,P
flomoxef_batch_2_run2_2023-03-07,B12,4.0,W
flomoxef_batch_2_run2_2023-03-07,C1,4.0,P
flomoxef_batch_2_run2_2023-03-07,C2,64.0,P
flomoxef_batch_2_run2_2023-03-07,C3,0.5,P
flomoxef_batch_2_run2_2023-03-07,C4,>64.0,P
flomoxef_batch_2_run2_2023-03-07,C5,0.25,P
flomoxef_batch_2_run2_2023-03-07,C6,1.0,P
flomoxef_batch_2_run2_2023-03-07,C7,>64.0,P
flomoxef_batch_2_run2_2023-03-07,C8,4.0,P
flomoxef_batch_2_run2_2023-03-07,C9,>64.0,P
flomoxef_batch_2_run2_2023-03-07,C10,0.25,P
flomoxef_batch_2_run2_2023-03-07,C11,4.0,P
flomoxef_batch_2_run2_2023-03-07,C12,0.25,W
flomoxef_batch_2_run2_2023-03-07,D1,>64.0,P
flomoxef_batch_2_run2_2023-03-07,D2,>64.0,P
flomoxef_batch_2_run2_2023-03-07,D3,0.25,P
flomoxef_batch_2_run2_2023-03-07,D4,2.0,W
flomoxef_batch_2_run2_2023-03-07,D5,4.0,W
flomoxef_batch_2_run2_2023-03-07,D6,0.25,P
flomoxef_batch_2_run2_2023-03-07,D7,0.25,W
flomoxef_batch_2_run2_2023-03-07,D8,2.0,W
flomoxef_batch_2_run2_2023-03-07,D9,64.0,P
flomoxef_batch_2_run2_2023-03-07,D10,1.0,P
flomoxef_batch_2_run2_2023-03-07,D11,64.0,P
flomoxef_batch_2_run2_2023-03-07,D12,0.0625,P
flomoxef_batch_2_run2_2023-03-07,E1,0.25,W
flomoxef_batch_2_run2_2023-03-07,E2,64.0,P
flomoxef_batch_2_run2_2023-03-07,E3,4.0,W
flomoxef_batch_2_run2_2023-03-07,E4,0.125,P
flomoxef_batch_2_run2_2023-03-07,E5,0.125,W
flomoxef_batch_2_run2_2023-03-07,E6,0.125,P
flomoxef_batch_2_run2_2023-03-07,E7,0.125,P
flomoxef_batch_2_run2_2023-03-07,E8,4.0,W
flomoxef_batch_2_run2_2023-03-07,E9,0.125,W
flomoxef_batch_2_run2_2023-03-07,E10,0.5,P
flomoxef_batch_2_run2_2023-03-07,E11,0.125,W
flomoxef_batch_2_run2_2023-03-07,E12,0.25,P
flomoxef_batch_2_run2_2023-03-07,F1,0.25,P
flomoxef_batch_2_run2_2023-03-07,F2,>64.0,P
flomoxef_batch_2_run2_2023-03-07,F3,>64.0,P
flomoxef_batch_2_run2_2023-03-07,F4,0.125,P
flomoxef_batch_2_run2_2023-03-07,F5,0.25,P
flomoxef_batch_2_run2_2023-03-07,F6,0.125,P
flomoxef_batch_2_run2_2023-03-07,F7,4.0,P
flomoxef_batch_2_run2_2023-03-07,F8,0.25,W
flomoxef_batch_2_run2_2023-03-07,F9,0.5,P
flomoxef_batch_2_run2_2023-03-07,F10,0.125,P
flomoxef_batch_2_run2_2023-03-07,F11,4.0,W
flomoxef_batch_2_run2_2023-03-07,F12,0.125,P
flomoxef_batch_2_run2_2023-03-07,G1,0.25,P
flomoxef_batch_2_run2_2023-03-07,G2,8.0,P
flomoxef_batch_2_run2_2023-03-07,G3,>64.0,P
flomoxef_batch_2_run2_2023-03-07,G4,4.0,W
flomoxef_batch_2_run2_2023-03-07,G5,4.0,P
flomoxef_batch_2_run2_2023-03-07,G6,0.125,P
flomoxef_batch_2_run2_2023-03-07,G7,0.125,W
flomoxef_batch_2_run2_2023-03-07,G8,0.25,P
flomoxef_batch_2_run2_2023-03-07,G9,0.125,W
flomoxef_batch_2_run2_2023-03-07,G10,0.0625,P
flomoxef_batch_2_run2_2023-03-07,G11,0.125,W
flomoxef_batch_2_run2_2023-03-07,G12,0.25,P
flomoxef_batch_2_run2_2023-03-07,H1,0.125,P
flomoxef_batch_2_run2_2023-03-07,H2,0.125,P
flomoxef_batch_2_run2_2023-03-07,H3,0.25,W
flomoxef_batch_2_run2_2023-03-07,H4,0.5,W
flomoxef_batch_2_run2_2023-03-07,H5,0.25,W
flomoxef_batch_2_run2_2023-03-07,H6,4.0,W
flomoxef_batch_2_run2_2023-03-07,H7,<0.03125,F
flomoxef_batch_2_run2_2023-03-07,H8,<0.03125,F
flomoxef_batch_2_run2_2023-03-07,H9,4.0,W
flomoxef_batch_2_run2_2023-03-07,H10,0.0625,P
flomoxef_batch_2_run2_2023-03-07,H11,4.0,W
flomoxef_batch_2_run2_2023-03-07,H12,<0.03125,F
flomoxef_batch_3_run1,A1,0.25,P
flomoxef_batch_3_run1,A2,8.0,W
flomoxef_batch_3_run1,A3,0.25,P
flomoxef_batch_3_run1,A4,>64.0,P
flomoxef_batch_3_run1,A5,0.25,W
flomoxef_batch_3_run1,A6,0.25,W
flomoxef_batch_3_run1,A7,0.25,P
flomoxef_batch_3_run1,A8,0.125,P
flomoxef_batch_3_run1,A9,0.25,W
flomoxef_batch_3_run1,A10,0.25,P
flomoxef_batch_3_run1,A11,0.0625,P
flomoxef_batch_3_run1,A12,<0.03125,F
flomoxef_batch_3_run1,B1,0.25,W
flomoxef_batch_3_run1,B2,1.0,W
flomoxef_batch_3_run1,B3,0.25,W
flomoxef_batch_3_run1,B4,0.25,W
flomoxef_batch_3_run1,B5,>64.0,P
flomoxef_batch_3_run1,B6,>64.0,P
flomoxef_batch_3_run1,B7,0.25,W
flomoxef_batch_3_run1,B8,0.125,P
flomoxef_batch_3_run1,B9,>64.0,P
flomoxef_batch_3_run1,B10,0.5,W
flomoxef_batch_3_run1,B11,0.5,W
flomoxef_batch_3_run1,B12,<0.03125,F
flomoxef_batch_3_run1,C1,0.125,P
flomoxef_batch_3_run1,C2,0.25,P
flomoxef_batch_3_run1,C3,16.0,P
flomoxef_batch_3_run1,C4,0.25,W
flomoxef_batch_3_run1,C5,0.25,W
flomoxef_batch_3_run1,C6,0.25,W
flomoxef_batch_3_run1,C7,0.125,P
flomoxef_batch_3_run1,C8,>64.0,P
flomoxef_batch_3_run1,C9,64.0,P
flomoxef_batch_3_run1,C10,0.25,W
flomoxef_batch_3_run1,C11,0.25,P
flomoxef_batch_3_run1,C12,<0.03125,F
flomoxef_batch_3_run1,D1,0.25,W
flomoxef_batch_3_run1,D2,64.0,P
flomoxef_batch_3_run1,D3,64.0,P
flomoxef_batch_3_run1,D4,0.125,P
flomoxef_batch_3_run1,D5,0.125,P
flomoxef_batch_3_run1,D6,0.25,W
flomoxef_batch_3_run1,D7,>64.0,P
flomoxef_batch_3_run1,D8,>64.0,P
flomoxef_batch_3_run1,D9,>64.0,P
flomoxef_batch_3_run1,D10,0.25,W
flomoxef_batch_3_run1,D11,0.25,W
flomoxef_batch_3_run1,D12,<0.03125,P
flomoxef_batch_3_run1,E1,0.125,F
flomoxef_batch_3_run1,E2,0.125,W
flomoxef_batch_3_run1,E3,0.25,P
flomoxef_batch_3_run1,E4,8.0,P
flomoxef_batch_3_run1,E5,0.25,P
flomoxef_batch_3_run1,E6,>64.0,P
flomoxef_batch_3_run1,E7,<0.03125,F
flomoxef_batch_3_run1,E8,>64.0,P
flomoxef_batch_3_run1,E9,64.0,P
flomoxef_batch_3_run1,E10,0.125,P
flomoxef_batch_3_run1,E11,0.25,W
flomoxef_batch_3_run1,E12,0.125,W
flomoxef_batch_3_run1,F1,0.125,W
flomoxef_batch_3_run1,F2,1.0,W
flomoxef_batch_3_run1,F3,64.0,P
flomoxef_batch_3_run1,F4,0.25,P
flomoxef_batch_3_run1,F5,64.0,P
flomoxef_batch_3_run1,F6,64.0,P
flomoxef_batch_3_run1,F7,64.0,P
flomoxef_batch_3_run1,F8,64.0,P
flomoxef_batch_3_run1,F9,0.125,P
flomoxef_batch_3_run1,F10,0.5,W
flomoxef_batch_3_run1,F11,0.125,P
flomoxef_batch_3_run1,F12,0.125,P
flomoxef_batch_3_run1,G1,<0.03125,F
flomoxef_batch_3_run1,G2,0.25,W
flomoxef_batch_3_run1,G3,0.25,W
flomoxef_batch_3_run1,G4,64.0,P
flomoxef_batch_3_run1,G5,8.0,P
flomoxef_batch_3_run1,G6,0.25,P
flomoxef_batch_3_run1,G7,0.25,P
flomoxef_batch_3_run1,G8,0.25,W
flomoxef_batch_3_run1,G9,64.0,F
flomoxef_batch_3_run1,G10,0.25,F
flomoxef_batch_3_run1,G11,0.125,F
flomoxef_batch_3_run1,G12,0.0625,F
flomoxef_batch_3_run1,H1,<0.03125,F
flomoxef_batch_3_run1,H2,<0.03125,W
flomoxef_batch_3_run1,H3,<0.03125,W
flomoxef_batch_3_run1,H4,1.0,W
flomoxef_batch_3_run1,H5,0.25,W
flomoxef_batch_3_run1,H6,0.5,W
flomoxef_batch_3_run1,H7,0.125,P
flomoxef_batch_3_run1,H8,0.125,P
flomoxef_batch_3_run1,H9,<0.03125,F
flomoxef_batch_3_run1,H10,<0.03125,F
flomoxef_batch_3_run1,H11,<0.03125,F
flomoxef_batch_3_run1,H12,<0.03125,F
